INPUT,/mˈiːllem/,/fˈiːn̪em/,/spˈiːn̪ɑm/,/lˈiːn̪eɑm/,/fˈiːlius/,/mˈiːkɑm/,/wˌiːllˈɑːn̪um/,/hˌiːbˈern̪um/,/kwˌiːn̪kwɑːɡˈin̪t̪ɑm/,/lˌiːmˈɑːre/,/fˌiːlikˈellɑm/,/lˌiːn̪eˈɑːt̪ɑm/,/t̪ˌiːt̪iˈoːn̪em/,/ˈillɑm/,/d̪ˈeːbit̪ɑm/,/fˈin̪d̪ere/,/prˌehˈen̪d̪ere/,/fˈeːmin̪ɑm/,/ˈilloːs/,/fˈid̪em/,/krˈeːt̪ɑm/,/plˈeːn̪um/,/plˈeːn̪ɑm/,/kˈeːrɑm/,/rˌɑkˈeːmum/,/pˌɑrˈikulum/,/ˌin̪sˈiɡn̪iɑm/,/fˈin̪kt̪um/,/t̪ˈeːkt̪um/,/rˈiɡid̪ɑm/,/sˈept̪em/,/t̪ˈempus/,/bˈellus/,/pˈed̪em/,/hˈeri/,/fˈerɑm/,/bˈen̪e/,/t̪ˈen̪en̪t̪/,/d̪ˈeum/,/wˈet̪ulum/,/wˈet̪uloːs/,/t̪ˈen̪eɑt̪/,/ˌin̪ɡˈen̪ioːs/,/t̪ˈen̪eo/,/pˈejus/,/lˈekt̪um/,/pˌersˈoːn̪ɑm/,/fˌirmˈɑːre/,/lˌewiˈɑːrium/,/d̪ˌisfˈɑkere/,/n̪ˌepˈoːt̪em/,/d̪ˌeːbˈeːre/,/sˌen̪t̪ˈiːre/,/sˌin̪ɡulˈɑːrem/,/fˌen̪ˈɑːre/,/mˌin̪ˈɑːri/,/fˌimˈɑːrium/,/fˌilt̪rˈɑːre/,/bˌellit̪ˈɑːt̪em/,/sˌen̪iˈoːrem/,/pˌin̪kt̪ˈuːrɑm/,/mˌeliˈoːrem/,/wˌiɡilˈɑːre/,/mˌed̪iˈɑːn̪um/,/wˌeːkt̪ˈuːrɑm/,/frˌikˈɑːre/,/pˈɑrt̪em/,/ˌae̯t̪ˈɑːt̪ikum/,/pˈɑst̪ɑm/,/ɡrˈɑn̪d̪em/,/lˈɑmin̪ɑm/,/ˈɑlbɑm/,/iˈɑm/,/ɡrˈɑːt̪um/,/t̪ˈɑːlem/,/mˈɑre/,/mˈɑt̪rem/,/mˈɑn̪u/,/ˈɑmɑt̪/,/pˈɑːloːs/,/pˌiet̪ˈɑːt̪em/,/mˌɑn̪d̪uːkˈɑːre/,/kˈɑːrum/,/kˈɑːrɑm/,/kˈɑn̪em/,/iˈɑket̪/,/ˈɑllium/,/pˈɑleɑm/,/ˈɑllioːs/,/mˌon̪t̪ˈɑːn̪eɑm/,/sˈɑn̪kt̪um/,/mˈɑɡis/,/hˈɑbeo/,/ˌɑbbˈɑːt̪em/,/mˌɑrˈiːt̪um/,/bˌɑst̪ˈiːre/,/sˌɑːn̪it̪ˈɑːt̪em/,/ˌɑn̪n̪ˈɑːt̪ɑm/,/sˌɑlt̪ˈɑːre/,/kˌɑbˈɑllum/,/kˌɑlˈeːre/,/pˌɑleˈɑːrium/,/ˌɑɡn̪ˈelloːs/,/sˌɑn̪kt̪it̪ˈɑːt̪em/,/mˌɑn̪siˈoːn̪em/,/mˈort̪em/,/t̪ˈost̪um/,/pˈoːn̪t̪em/,/fˈolleːs/,/bˈowem/,/pˈot̪et̪/,/ˈokulum/,/fˈoliɑ/,/ˈokuloːs/,/n̪ˈokt̪em/,/hˈod̪ie/,/t̪ˌormˈen̪t̪um/,/mˌorˈiːri/,/d̪ˌubit̪ˈɑːre/,/n̪ˌoːd̪ˈɑːre/,/fˌon̪t̪ˈɑːn̪ɑm/,/fˌun̪d̪ˈɑːre/,/hˌon̪ˈoːrem/,/d̪ˌoːn̪ˈɑːre/,/sˌolid̪ˈɑːre/,/kˌulpˈɑbilem/,/kˌun̪eˈɑːt̪ɑm/,/pˌun̪kt̪ˈuːrɑm/,/bˌulliˈen̪t̪em/,/mˌod̪iˈolum/,/t̪ˌoːn̪siˈoːn̪em/,/ɡˈut̪t̪ɑm/,/kˌohˈort̪em/,/kˈubit̪um/,/fˈun̪d̪us/,/sˈummɑm/,/pˈulwerem/,/illˈoːrum/,/n̪ˈoːd̪um/,/d̪ˈoːn̪um/,/d̪ˈoːn̪ɑt̪/,/lˈupɑm/,/kˈoːleɑm/,/fˈulɡerem/,/wˌereːkˈun̪d̪iɑm/,/pˈun̪kt̪um/,/kˈun̪eum/,/n̪ˈukem/,/kˌon̪n̪ˈoːskere/,/n̪ˈuːllum/,/mˈuːrum/,/ˌuːn̪um/,/ˌuːn̪ɑm/,/kˈuːlloːs/,/iˈuːn̪ium/,/frˈuːkt̪um/,/mˌuːrˈɑːliɑ/,/pˌuːrɡˈɑːre/,/lˌuːn̪isd̪ˈiːem/,/fˌuːmˈɑːre/,/pˌuːlikˈellɑm/,/ˌuːst̪iˈɑːrium/,/ˌeksfrˌuːkt̪ˈɑre/,/ˈɑwrum/,/pˈɑwper/,/kˈɑwsɑm/,/ɡˈɑwt̪ɑm/,/sˈɑɡmɑm/,/ɡˈɑwd̪iɑ/,/lˌɑwrˈɑːrium/,/ˌɑwsˈɑːre/,/lˌɑwd̪ˈɑːre/,/sˌɑɡmˈɑːrium/,/ˌɑwikˈelloːs/,/pˈuːrum/,/t̪ˈɑlpɑm/,/kˈɑmpum/,/rˈiːpɑm/,/lˈeporem/,/kˈɑpum/,/kˈuppɑm/,/d̪rˈɑppum/,/d̪ˈuplum/,/sˈɑpiɑm/,/rˈumpere/,/kˈorpus/,/bˈɑrbɑm/,/t̪ˌɑbˈoːn̪em/,/n̪ˈuːbɑm/,/hˌɑbˈeːre/,/lˈiːbrɑm/,/t̪ˈɑbulɑm/,/rˈubeum/,/mˈembrum/,/prˈesbyt̪er/,/wˈen̪t̪um/,/sˌerwˈiːre/,/pˌɑwˈoːrem/,/lˌɑwˈɑːrɛ/,/wˈiːwere/,/n̪ˈɑːwem/,/kˌiːwit̪ˈɑːt̪em/,/bˈowes/,/kˈɑweɑm/,/sˈerwit̪/,/d̪ˈuːrum/,/mˈɑn̪d̪ˈɑːre/,/t̪ˈɑrd̪um/,/n̪ˈuːd̪ɑm/,/n̪ˈuːd̪um/,/d̪iˈurn̪um/,/pˈed̪es/,/rˌɑːd̪iːkˈiːn̪ɑm/,/mˈord̪ere/,/t̪ˈuː/,/pˈort̪ɑm/,/fˈort̪em/,/wˈiːt̪ɑm/,/pˈɑt̪rem/,/sˈun̪t̪/,/t̪ˈen̪et̪/,/pˈort̪ɑt̪/,/t̪ˈoːt̪t̪ɑm/,/t̪ˈoːt̪t̪um/,/ˌɑd̪sˈɑt̪is/,/fˈort̪iɑm/,/rˌɑt̪iˈoːn̪em/,/prˈet̪ium/,/ˈɑlt̪erum/,/t̪ˌest̪imˈoːn̪ium/,/sˈoror/,/ˈursɑm/,/kˈursum/,/rˈiːsum/,/spˈɑt̪ʰɑm/,/prˈessɑm/,/bˈɑssum/,/mˌiskulˈɑːre/,/fˈest̪ɑm/,/mˌessiˈoːn̪em/,/ˈɑn̪n̪oːs/,/rˈiːd̪ere/,/ˌɑmˈɑːrɑm/,/pˌort̪ˈɑːre/,/ˌoperˈɑːrium/,/pˌort̪ɑt̪ˈoːrem/,/fˈerrum/,/wˈɑrium/,/mˈɑjum/,/kˈen̪t̪um/,/rˈumikem/,/kˈɑrkerem/,/plˌɑkˈeːre/,/pˈikem/,/fˈɑkiɑm/,/brˈɑkkʰium/,/kˈɑrrum/,/plˈikɑt̪/,/bˈɑkɑm/,/lˌokˈɑːre/,/ˈɑrkuːm/,/kˈirkulum/,/pˈorkoːs/,/sˌekˈuːrum/,/sˈikkum/,/sˈikkɑm/,/lˈɑkrimɑm/,/lˌɑksˈɑːre/,/ˈɑksem/,/t̪rˌɑkt̪ˈɑːre/,/fˈɑkt̪um/,/ɡˈen̪t̪em/,/plˈɑn̪ɡere/,/sˌiɡˈelloːs/,/flˌɑɡˈelloːs/,/ˌeksˈɑɡium/,/ɡˈɑlbin̪um/,/rˈiɡɑm/,/plˈɑːɡɑm/,/rˈuːɡɑm/,/d̪ˈoːɡɑm/,/ɡˈust̪um/,/lˈon̪ɡoːs/,/ˈun̪ɡulɑm/,/ˌɑwɡˈust̪um/,/n̪ˈiɡrum/,/pˌereɡrˈiːn̪um/,/pˈoːmɑm/,/fˈɑmem/,/kˈɑmerɑm/,/kˈumulum/,/sˈiːmium/,/d̪ˈormit̪/,/n̪ˈɑːsum/,/lˈuːn̪ɑm/,/pˈin̪n̪ɑm/,/ˈɑn̪n̪um/,/ˈɑn̪imɑm/,/ˈɑn̪imɑm/,/pˈon̪ere/,/bˈɑln̪eum/,/bˈɑln̪eoːs/,/ˈɑːlɑm/,/mˌɑlum/,/fˈiːliɑm/
R663,,,,,,,,,*/sˌẽːkwɛˈẽːt̪ə/,,,,,,,*/fˈãːd̪rə/,*/prˈãːd̪rə/,,,,,,,,,,*/ˌãːsˈɛ̃ɲə/,*/fˈɛ̃ːt̪/,,,,*/t̪ˈãːs/,,,,,,,,,,,*/ˌɛ̃ɲˈẽːs/,,,,,,,,,,*/sˌãːt̪ˈir/,*/sˌãːɡlˈer/,,,,,,,*/pˌɛ̃ːt̪ˈyrə/,,,,,,,,,*/ɡrˈãːt̪/,,,,,,,,,,,,*/mˌãːʒˈer/,,,,,,,,*/mˌũːt̪ˈãɲə/,*/sˈɛ̃ːt̪/,,,,,,*/sˌãːt̪ˈe/,,,,,,,*/sˌɛ̃ːt̪ˈe/,,,,*/pˈũːt̪/,,,,,,,,,*/t̪ˌurmˈãːt̪/,,,,*/fˌũːt̪ˈɛ̃n̪ə/,*/fˌũːd̪ˈer/,,,,,,*/pwˌɛ̃ːt̪ˈyrə/,*/bˌuʎˈãːt̪/,,,,,,*/fˈũːs/,,,,,,,,,,,*/pwˈɛ̃ːt̪/,,,,,,,,,,,,,*/lˌỹːd̪ˈi/,,,,,,,,,,,,,,,,,,*/ʃˈãːp/,,,,,,,,*/rˈũːprə/,,,,,,,,,*/mˈãːbrə/,,*/vˈãːt̪/,,,,,,,,,,,*/mˌãːd̪ˈer/,,,,,,,,,,,,,*/sˈũːt̪/,*/t̪jˈẽːt̪/,,,,,,,,,,,,,,,,,,,,*/ˈãːs/,,,,,,,,,*/sˈãːt̪/,*/rˈũːsə/,,,,,,,,,,,,,,,,,,,,,*/ʒˈãːt̪/,*/plˈɛ̃ːd̪rə/,,,,,,,,,,*/lˈũːs/,*/ˈũːɡlə/,,,,,,*/ʃˈãːbrə/,*/kˈũːblə/,*/sˈẽːʒə/,,,,,,,,*/pˈũːd̪rə/,,*/bˈɛ̃ːs/,,,
R664,,*/fˈẽː/,,,,,*/vˌilˈɛ̃ː/,,,,,,*/t̪ˌizˈũː/,,,,,,,,,*/plˈɛ̃ː/,,,*/rˌɛzˈẽː/,,,,,,,,,,,,*/bjˈẽː/,,,,,,,*/t̪jˈẽː/,,,,,,,,,,,,,,,,,,,,*/mwˌɛjˈẽː/,,,,,,,,,*/ʒjˈẽː/,,,,,*/mˈɛ̃ː/,,,,,,,*/ʃjˈẽː/,,,,,,,,,,,,,,,,,,,,*/mˌɛzˈũː/,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪wˌɛzˈũː/,,,,,,,,,*/d̪ˈũː/,,,,,,,*/kwˈɛ̃ː/,,,,,*/ˌỹː/,,,*/ʒɥˈẽː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˌaˈũː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/rˌɛzˈũː/,,,*/t̪ˌɛ̃ːmwˈɛ̃ː/,,,,,,,,,,*/mwˌɛsˈũː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˌerˈẽː/,,*/fˈɛ̃ː/,,,,,,,,*/ˈãː/,,,,*/bˈɛ̃ː/,,,,
R665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R669,,,,,,,,,,,,,,,,,,,,,*/krˈɛːə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/bˈɛːə̯/,,,,,,,,,,,,,,,,,,,,*/plˈɛːə̯/,,,,,,,,,,,,,,,,,,,,,,,,,,
R670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R671,,,,,,*/mˈiː/,,,,,,*/lˌiɲˈeː/,,,,,,,,,*/krˈɛː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˌãn̪ˈeː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/kˌũɲˈeː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ʒˈuː/,,*/ʒwˈɛː/,,,,,,,,,,,,,,,,,,,,*/n̪ˈyː/,,,,,,,,,,,,,,,*/ʃˈiː/,,,,,*/n̪ˈyː/,,,,,,,,,*/vˈiː/,,,,,,,,,,,,,,,,,*/ˌepˈeː/,,,,,,,,,,,,,,,,,,,,,,,*/plwˈɛː/,*/bˈɛː/,,,,,,,,,,,,,,,,,,,*/rwˈɛː/,*/plˈɛː/,*/rˈyː/,,,,,,,,,,,,,,,,,,,,,,,,,
R672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/sə̯ˈoːs/,*/flˌajˈoːs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˈaːʒə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R677,,,,,,,,,*/sˌẽːkwˈẽːt̪ə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/t̪ˈãː/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ˈuːt̪/,,,,,,,,,,,,,,,,,,,,
R682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/ʃˈɔːzə/,,,,,*/ˌɔːzˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˈɔːvrə/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*/pˈoːvrə/,*/ʃˈoːzə/,,,,,*/ˌoːzˈer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
